Username,Tweet,Hashtags,clean_tweet,polarity,subjectivity,sentiment
ace,IBA TALAGA ANG HANGIN SA PINAS TANGINA NAPAKAGWAPO!!!!,,iba talaga ang hangin pinas tangina napakagwapo,0.0,0.0,Neutral
AstroCounselKK,"It's one of the best videos you will ever watch ..
So do watch ..",,one best videos ever watch watch,1.0,0.3,Positive
Narendra Modi,"Spoke to  @elonmusk  and talked about various issues, including the topics we covered during our meeting in Washington DC earlier this year. We discussed the immense potential for collaboration in the areas of technology and innovation. India remains committed to advancing our",,spoke talked various issues including topics covered meeting washington earlier year discussed immense potential collaboration areas technology innovation india remains committed advancing,0.0,0.75,Neutral
les,"yikes ashley ortega….

Pertaining to her first impression of Ralph…gay daw kasi wala sya maisip na negative about kay Ralph???? As if being gay is a negative thing? 

Also, she clearly meant AZ instead of AC about dun sa naiirita sya  #PbbCelebrityCollab",#PbbCelebrityCollab,yikes ashley ortega pertaining first impression ralphgay daw kasi wala sya maisip negative kay ralph gay negative thing also clearly meant instead dun naiirita sya pbbcelebritycollab,0.0333333333333333,0.42,Positive
Pop Core,"3 out of 7  #BTS  members now officially have solo tours, with 2 members' tours (Agust D and j-hope) sold out and one member's (JIN) tour coming soon to be sold out.",#BTS,bts members officially solo tours members tours agust jhope sold one members jin tour coming soon sold,0.0,0.0,Neutral
Google,Unboxing the new  #Pixel9a #Google #ASMR,"#Pixel9a, #Google, #ASMR",unboxing new pixela google asmr,0.1363636363636363,0.4545454545454545,Positive
BTS Charts Daily,"#Jimin  via Weverse  These days, I'm thinking about how long I should grow my hair out
I'm going to grow it out quickly, right?
I can wear earrings, right? I hope it's not blocked?
Should I change my outfit style?
I've never used perfume before. Should I use it
But since you",#Jimin,jimin via weverse days thinking long grow hair going grow quickly right wear earrings right hope blocked change outfit style ive never used perfume use since,0.1738095238095237,0.4904761904761905,Positive
𝑿𝒖,": “the energy that filipino carats have is no joke. their cheeres were amazing when we were doing our soundcheck. their cheers are amazing now too”

AAAAAAAAAAAA FILO CARAAAAAAAATS ",,energy filipino carats joke cheeres amazing soundcheck cheers amazing aaaaaaaaaaaa filo caraaaaaaaats,0.6000000000000001,0.9,Positive
raine ‍,"i feel bad for the carats who missed the iconic younghee live today   it was so sweet and funny at the same time

imagine you are on a date with dokyeom and he called mingyu which happened to be your ex bf and dk has no idea skdkskds the lore",,feel bad carats missed iconic younghee live today sweet funny time imagine date dokyeom called mingyu happened idea skdkskds lore,0.1072727272727273,0.6633333333333333,Positive
Outdoor Channel,"It doesn't get much better than this!!! 

Like and share this post if you love watching them fall!  @whitetaildepartment  #FindYourAdventure #outdoors #hunting #deer #deerhunting #whitetail #bowhunting","#FindYourAdventure, #outdoors, #hunting, #deer, #deerhunting, #whitetail, #bowhunting",doesnt get much better like share post love watching fall findyouradventure outdoors hunting deer deerhunting whitetail bowhunting,0.5,0.55,Positive
Times Algebra,"BIG NEWS   Supreme Court lawyer Reena said Supreme Court has approved Waqf Law  She said that the court has banned the registration of ONLY those properties which are notified, gazetted or registered.

""Action can be taken against those properties which are not Waqf-by-User",,big news supreme court lawyer reena said supreme court approved waqf law said court banned registration properties notified gazetted registered action taken properties waqfbyuser,0.05,0.1,Positive
Google for Developers,"Developers are using open models like Gemma to explore new possibilities.   →  http:// With DolphinGemma, researchers are demonstrating how flexible tools can open doors to new realms like interspecies communication. #GoogleDeveloperNews",#GoogleDeveloperNews,developers using open models like gemma explore new possibilities dolphingemma researchers demonstrating flexible tools open doors new realms like interspecies communication googledevelopernews,0.0681818181818181,0.4772727272727273,Positive
hope⁷,Are we getting a 2025 version of this,,getting version,0.0,0.0,Neutral
Cabela's,Talk about a Rope!  :  @markvpeterson,,talk rope,0.0,0.0,Neutral
𝘏,It still scares me how many people dont seem to know this ,,still scares many people dont seem know,0.5,0.5,Positive
Jahazi,"Plant some fucking trees.  Also, instead of planting palm trees, consider planting some shade trees.",,plant fucking trees also instead planting palm trees consider planting shade trees,-0.6,0.8,Negative
KJK1,"same behavior, different clip. she’s clearly talking, but he can’t go five seconds without interrupting just to put his hand on her. it’s not sweet, it’s unsettling. MF reeks of control issues. 

dustin yu’s whole personality is my biggest pet peeve. ",,behavior different clip shes clearly talking cant five seconds without interrupting put hand sweet unsettling reeks control issues dustin yus whole personality biggest pet peeve,0.0299999999999999,0.5466666666666666,Positive
Elon Musk,This will give you back 10 hours of your life,,give back hours life,0.0,0.0,Neutral
BTS News & Updates," WEVERSE : Jimin-ah, is Jungkookie next to you? : Yeah he is heh",,weverse jiminah jungkookie next yeah heh,0.0,0.0,Neutral
z | dokyeom,The fact that he actually won the game in caratland both days but got the best punishment only because he volunteered to spin the wheel   his golden hand istg,,fact actually game caratland days got best punishment volunteered spin wheel golden hand istg,0.3,0.3999999999999999,Positive
Outdoor Channel,"After being told his target buck had been hit by a car, Carson Heskett nearly called it a season. Luckily, he had only received some bad intel! Full story via  @NAWhitetail :   https:// #FindYourAdventure #outdoors #hunting #deer #deerhunting #whitetail","#FindYourAdventure, #outdoors, #hunting, #deer, #deerhunting, #whitetail",told target buck hit car carson heskett nearly called season luckily received bad intel full story via findyouradventure outdoors hunting deer deerhunting whitetail,0.0208333333333333,0.6125,Positive
,mingyu and jisoo greeting each other at the dior exhibition  DIOR PRINCE MINGYU IN SEOUL #MINGYUxDior #DiorDesignerofDreams @Dior @pledis_17,"#MINGYUxDior, #DiorDesignerofDreams",mingyu jisoo greeting dior exhibition dior prince mingyu seoul mingyuxdior diordesignerofdreams,0.0,0.0,Neutral
키타핑,the wind is a paid actor #이디노얼굴,#이디노얼굴,wind paid actor,0.0,0.0,Neutral
❀,IBA TALAGA TAMA SAKIN NI JOSHUA TUWING MAY BANDANA SIYA SA ULO PUCHA KUHANG KUHA AKO E!!!!,,iba talaga tama sakin joshua tuwing may bandana siya ulo pucha kuhang kuha ako,0.0,0.0,Neutral
Cross˚,They are never benching him again,,never benching,0.0,0.0,Neutral
Historic Vids,When Princess Diana sat down and forgot to do the inauguration just after delivering her speech,,princess diana sat forgot inauguration delivering speech,0.0,0.0,Neutral
Coldplaying,Reunited   Jin heard rehearsing both My Universe and The Astronaut with Coldplay ahead of night three  #ColdplaySeoul  | via  @swall0edthesea,#ColdplaySeoul,reunited jin heard rehearsing universe astronaut coldplay ahead night three coldplayseoul via,0.0,0.0,Neutral
Coldplay Indonesia,Coldplay sound checking “The Astronaut!!!!!  #ColdplaySeoul  N3,#ColdplaySeoul,coldplay sound checking astronaut coldplayseoul,0.4,0.4,Positive
Arunn Bhagavathula చి లిపి,"Recently, during an Uber ride, I struck up a conversation with the driver. 

Here’s what he shared with me:

He has a monthly contract with an IT company that pays him ₹75,000. Out of this, he spends around ₹25,000 on CNG.

His day starts at 4 AM. Between 4 AM and 4 PM, he",,recently uber ride struck conversation driver heres shared monthly contract company pays spends around cng day starts,0.0,0.25,Neutral
Scarlet Heart,I request CJI Sanjiv Khanna to gift 10% of his properties and wealth to WAQF board.,,request cji sanjiv khanna gift properties wealth waqf board,0.0,0.0,Neutral
The Kaipullai,"Apparently Big Boss 18 is having very low TRPs and is going off air.

That is not a tragedy.

The real tragedy is that a show, which was nothing a CCTV feed 20 people in a house, ran for 18 years in the first place.",,apparently big boss low trps going air tragedy real tragedy show nothing cctv feed people house ran years first place,0.1125,0.2583333333333333,Positive
Pop Base,JIN’s solo tour ‘RUNSEOKJIN_EP.TOUR’ kicks off this June.,,jins solo tour runseokjineptour kicks june,0.0,0.0,Neutral
Mufaddal Vohra,RCB HAVE CROSSED 50 RUNS.,,rcb crossed runs,0.0,0.0,Neutral
MrBeast,An army of trucks advertising Feastables are currently driving around Hershey’s city,,army trucks advertising feastables currently driving around hersheys city,0.0,0.4,Neutral
Siddharth Singh,"Constantly amazed at how little innovation happens in India on managing heat. You’d think the following would be common, but it isn’t:  Thermal insulation of roofs  Infrared protection on windows  Cool roofs for stalls/kiosks  Heat protection on auto-rickshaws  Cheap",,constantly amazed little innovation happens india managing heat youd think following would common isnt thermal insulation roofs infrared protection windows cool roofs stallskiosks heat protection autorickshaws cheap,0.04375,0.4638888888888888,Positive
ThePersistence,"We are registering new Republican voters in all 67 counties across Pennsylvania. 

If we take PA off the table for democrats, they won’t ever be able to win back the White House. 

I moved to Pennsylvania just for this reason.",,registering new republican voters counties across pennsylvania take table democrats wont ever able win back white house moved pennsylvania reason,0.2872727272727273,0.2959090909090909,Positive
Google Gemini App,"Gemini Advanced is now free for college students in the U.S.

The best part: This offer isn't just for finals this semester. Sign up before June 30, 2025, and you’ll get free access all the way through spring finals 2026.

Terms apply.",,gemini advanced free college students best part offer isnt finals semester sign june youll get free access way spring finals terms apply,0.55,0.625,Positive
Neil,My favorite transition every night.  #ColdplaySeoul,#ColdplaySeoul,favorite transition every night coldplayseoul,0.5,1.0,Positive
Neil,Hmmmm I see a Korean doing the soundcheck for My Universe.  #ColdplaySeoul  from Twitter,#ColdplaySeoul,hmmmm see korean soundcheck universe coldplayseoul twitter,0.0,0.0,Neutral
Eastmans' Hunting,King of the Mountain!,,king mountain,0.0,0.0,Neutral
Carolyne⁷⁼¹,"THE FACT IN A SPAN OF 10 MINUTES SEOKJIN AND JIMIN USED ARMY POSTS AS THEIR CHAT, HOW THEY SAY THEY MISS EO, JIMIN IS TRYING HIS BEST ON THE MILITARY, JUNGKOOK IS NEXT TO HIM, HOW SEOKJIN SAID JIMIN IS A KITTEN OMG IMGONNA CRY MY FAMILY ",,fact span minutes seokjin jimin used army posts chat say miss jimin trying best military jungkook next seokjin said jimin kitten omg imgonna cry family,0.3,0.1333333333333333,Positive
