Username,Handle,Tweet,Hashtags,Replies,Retweets,Likes
도라,,준휘형 키스씬보고 입꼬리 내려가는거 다시봐도 개웃기네,,,,
Deoria Times,,"50 रूपये MRP की जगह चिपका दिया 90 रूपये MRP का स्टीकर,  प्राइवेट स्कूलो के मनमानी रवैया पर सिस्टम मेहरबान,बच्चों को पढ़ाने में बेचना पड़ सकता अभिभावक को अपना सब कुछ। #देवरिया  के लाइसेंस पब्लिक स्कूल का वीडियो तेजी से वायरल हो रहा हैं।  @CMOfficeUP @dmdeoria @EduMinOfIndia",#द,,,
पारदर्शी_पंक्तियां,,"मुझको जीना है, जीने दो..",,,,
닌백,,"여보여보하다가 진짜급하니까
누나소리나오는손가인 하 ㅅㅂ느좋",,,,
일월,,시큐들이 온몸으로 명호 가리고 막는데 울 팬바보 그 손이랑 몸 다 치우고 인사해주고 감ㅠㅠㅠㅠㅠㅜ 천사 ㅜㅜㅜㅠ잉 http://,,,,
•̑ᴗ•̑,,하 나는 청시 이런 게 너무 웃껴... 여름에 겨울시기 찍느라고 지나가는 행인들 다 반팔인데 하메들만 겨울옷인거ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,,,
Netflix Korea｜넷플릭스 코리아,,"어디 가긴, 기안장 팝업 가야지. 뚝섬역 사거리 (서울 성동구 왕십리로 114)",,,,
𝓗𝓮𝓮,,거니 이 미친새끼가 시킨거같은데 ,,,,
Baseball’s Greatest Moments,,Pulled everything in my body just watching this ,,,,
NUCLR GOLF,,“Just put me down for an eagle bro.” (Via: ray_the_third/IG),,,,
Gulmohar,,Radhey Radhey ,,,,
हिन्दी पंक्तियाँ,,महाराज जी ने प्रेम पर बहुत खूबसूरत बात कही हैं।,,,,
Moments & memories,,"Bahut raat beeti, 
Chalo mein sula dun..",,,,
≛ज़ख़्मी ͥ ͣ ͫशायर♛,,"औरत की फ़ितरत का अजीब तक़ाज़ा है,,,  
वो ग़रीब आदमी से पैसा और अमीर आदमी से प्रेम माँगती है,,,",,,,
Pjay⁷ •᷄ɞ•᷅ seeing Hobi,,"If Jin can release two albums, countless content, and go on a tour within less than a year of his discharge, what's stopping you from working hard?",,,,
gyuro,,도겸이랑 사귀는데 민규랑 바람피는 짤 (official),,,,
पारदर्शी_पंक्तियां,,आजा पिया तोहे प्यार दूं...,,,,
Moments & memories,,"Pass Ayei Ke Hum Nahi, Ayengay Bar Bar",,,,
Akhilesh Yadav,,"कला को समझने का ही ज्ञान होता तो ये लोग नकारात्मक और मूर्खतापूर्ण काम नहीं करते। बड़ा मूढ़, छोटे मूढ़ का शोषण करता है।",,,,
Tirupati Balaji,,"Shri Venkateshwara Swami, The Eternal Protector of Devotees.",,,,
Punam Keshari,,इन बातों को सुनकर नाथूराम गोडसे जी के लिए दिल में इज्जत बढ़ गई।  बाबा साहेब अंबेडकर जिसे खुद सम्मान करते थे उन्हें संत नाथूराम कहने में कोई हर्ज नहीं है।,,,,
Diloo Ki Dastan,,"You should be able to read eyes, because a person speaks through his eyes only.",,,,
Akanksha Parmar,,"शुभ दिन और ब्रम्हमुहूर्त में अयोध्या से श्री रामलला के दिव्य अलौकिक आरती श्रृंगार दर्शन। 

जय श्री राम।।",,,,
About Music,,Jin is rumored to perform My Universe at Coldplay's concert.,,,,
ry,,napansin ni will na di pantay pwet ni esnyr tapos sabi ni xyriel installment daw ung bbl   HAHAHA XYWINYR BANTER,,,,
사자왕자 아카이브,,"250418  #사자왕자  라이브 하는 법을 까먹음  최대한 쫌 빨리 올테니까 잊지마시고.. (...) 근데 금방 못올 수도 있어요 그건 또 모르는 일인데 내 마음의 의지는 그렇다 그때는 쫌 친구 좀 데리고 오고 그래가지고!!

친구 많이 데려오라고 했다가 황급히 랩하며 취소하는 내향형사장님",#사자왕자,,,
Anu Satheesh,,Bhadrachalam Seetha Ramar,,,,
감귤,,"Q. 너랑 버녽은 완전 정반대잖아 어떻게 그렇게 친한지 신기해 그런가? 완전 정반대? 음.. 우린 정반대라서 끌리는건가? 뭐 13년을 봤어서 이제 뭐 정반대이고 뭔지도 모르겠어. 그냥 좋아. 

(또 좋아서 표정관리 안되다 급 정색하기 스킬)",,,,
JEONGHAN LOVERS CLUB,,a face card that WOULD NEVER DECLINE ,,,,
Premanand ji Maharaj ᴾᵃʳᵒᵈʸ,,मेरे वीर बजरंगी हनुमान जी ,,,,
이름이,,폭싹 현장에서 박보검은 모두를 즐겁게하고 안심시키는 사람이었지만 .. 딱 한 번 타인에게 엄격했던 순간이 바로 아역배우가 무슨 뜻인지도 모를 비속어를 썼을 때라고 하는데 .. 이때 박보검 대처가 진짜 좋은 어른의 표본 같으심,,,,
All for Jin,,"Jin will make history as the FIRST Korean soloist to headline a solo concert at The O2 Arena in London!   

RUN SEOKJIN EP TOUR  #Jin_TOUR #RUNSEOKJIN_epTOUR","#Jin_TOUR, #RUNSEOKJIN_epTOUR",,,
ace,,IBA TALAGA ANG HANGIN SA PINAS TANGINA NAPAKAGWAPO!!!!,,,,
샤부샤부,,김기범 군악대 트럼펫 땜빵 핸드싱크썰 왤케 웃기지 ㅜㅜㅜㅜㅜ,,,,
𝓐i,,its giving “ako yung kasama mo magreview pero iba yung kasama mong pumasa”,,,,
Jinbase Indonesia,,Jin dan Jimin saling berkomentar di weverse  tidak banyak waktu tersisa lagi  gimana kabar mu  aku sedang melakukan yang terbaik aku merindukan mu  aku juga,,,,
AstroCounselKK,,"It's one of the best videos you will ever watch ..
So do watch ..",,,,
Narendra Modi,,"Spoke to  @elonmusk  and talked about various issues, including the topics we covered during our meeting in Washington DC earlier this year. We discussed the immense potential for collaboration in the areas of technology and innovation. India remains committed to advancing our",,,,
Lala_ki_beti,,"कौन बताएगा तुम्हें
कि
तुम्हारा कौतूहल मेरी आंखों में 
रह गया है। 

अब एक उम्र निकल जायेगी 
और चमकती आंखों से निकलेगा 
एक वृक्ष 
जिसके पुष्प के रस डाल आंखों में
आराम देंगे 
थकी आंखों को 
प्रियतम के आने तक।। ",,,,
les,,"yikes ashley ortega….

Pertaining to her first impression of Ralph…gay daw kasi wala sya maisip na negative about kay Ralph???? As if being gay is a negative thing? 

Also, she clearly meant AZ instead of AC about dun sa naiirita sya  #PbbCelebrityCollab",#PbbCelebrityCollab,,,
보리,,"진짜 눈물 남........ 광광
저 장소 하나하나 볼 때마다 애들이 쌓았던 추억들 에피소드들 막 생각나서 울컥해ㅜㅜㅠㅜ
영원한 내 눈물버튼이 될 듯",,,,
Shri Kashi Vishwanath Temple Trust,,आज श्री काशी विश्वनाथ जी की श्रृंगार आरती I #kashivishwanath #kashi #sanatandharma #banaras,"#kashivishwanath, #kashi, #sanatandharma, #banaras",,,
냠냠,,최종 예삐행동 우리 딴따라가 오얼사라서 안무 수정함,,,,
Pop Core,,"3 out of 7  #BTS  members now officially have solo tours, with 2 members' tours (Agust D and j-hope) sold out and one member's (JIN) tour coming soon to be sold out.",#BTS,,,
𝑿𝒖,,SEUNGKWAN SINGING APRIL SHOWER ,,,,
Google,,Unboxing the new  #Pixel9a #Google #ASMR,"#Pixel9a, #Google, #ASMR",,,
Ayodhya Darshan,,Jai Jagannath Mahaprabhu ,,,,
BTS Charts Daily,,"#Jimin  via Weverse  These days, I'm thinking about how long I should grow my hair out
I'm going to grow it out quickly, right?
I can wear earrings, right? I hope it's not blocked?
Should I change my outfit style?
I've never used perfume before. Should I use it
But since you",#Jimin,,,
che ◡̈,,PARANG KINAKATAY NA BIIK PALA MGA TILI NATIN,,,,
❀,,"TINITITIGAN LANG KAPOGIAN MO NAGMAMALDITA KA NA AGAD DYAN?!!!???!?!!! MISS NA MISS NA KITA, MALDITA KONG BABY ",,,,
𝑿𝒖,,": “the energy that filipino carats have is no joke. their cheeres were amazing when we were doing our soundcheck. their cheers are amazing now too”

AAAAAAAAAAAA FILO CARAAAAAAAATS ",,,,
키타핑,,"수아 라이브 중  #디노  언급
원래 챌린지는 호시랑 수아 둘이 찍기로 한거였는데 현장에서 찍을래? 해서 찍게 됐다구우 ㅎㅎ 너무 연습복장인데 < 너무 웃겨... 그동안 챌린지 찍을땐 옷 신경썻던거냐구요",#디노,,,
데이,,요 필터끼고 말하니까 너무 웃김 아,,,,
≛ज़ख़्मी ͥ ͣ ͫशायर♛,,और फिर तुम्हारे हिस्से में आएगा..... किसी और के हिस्से का बर्बाद हुआ शख़्स....,,,,
河布,,,,,,
파도,,"의젓끼끼 지존과 끼끼들
간단하게 낙서 만화도 그려봤어요~",,,,
raine ‍,,"i feel bad for the carats who missed the iconic younghee live today   it was so sweet and funny at the same time

imagine you are on a date with dokyeom and he called mingyu which happened to be your ex bf and dk has no idea skdkskds the lore",,,,
빈칸,,다소 이런 느낌,,,,
tri .ᐟ,,ang aga naman magrelapse hahahaha,,,,
부아앙,,>아 힘들어< 이러고 아아 마시려는데 방황하는 빨대와 입술ㅋㅋㅋㅋㅋㅋㅋ 아,,,,
RaGa For India,,"2006 की फिल्म 'रंग दे बसंती' में हुआ था वो 2025 में असल में हो गया।

लेकिन वो खबर गोदी मीडिया ने नहीं दिखाई। मीडिया को औरंगजेब और रुहफज़ा में उलझाए रखना है।",,,,
Vatsala Singh,,किस बर्तन में 'खाना पकाना' सबसे सुरक्षित है..?,,,,
l ꙰अक्ष,,"हम उदास रहते हैं जिसकी यादों में
वह हंस रहे हैं आज किसी की बातों में..!!",,,,
Outdoor Channel,,"It doesn't get much better than this!!! 

Like and share this post if you love watching them fall!  @whitetaildepartment  #FindYourAdventure #outdoors #hunting #deer #deerhunting #whitetail #bowhunting","#FindYourAdventure, #outdoors, #hunting, #deer, #deerhunting, #whitetail, #bowhunting",,,
Times Algebra,,"BIG NEWS   Supreme Court lawyer Reena said Supreme Court has approved Waqf Law  She said that the court has banned the registration of ONLY those properties which are notified, gazetted or registered.

""Action can be taken against those properties which are not Waqf-by-User",,,,
Filterफूफा,,भाई ने वो काम कर दिया जिसको करने में डाक्टर को एक हफ्ते से ज्यादा टाइम लग जाता।,,,,
